c,z,attribute,y,uni,z2,value
Uganda,Uganda,TransmissionCapacity,2030,Tanzania,Tanzania,70
Uganda,Uganda,TransmissionCapacity,2032,Kenya,Kenya,70
Uganda,Uganda,TransmissionCapacity,2032,Rwanda,Rwanda,342
Uganda,Uganda,TransmissionCapacity,2032,Tanzania,Tanzania,70
Uganda,Uganda,TransmissionCapacity,2034,Kenya,Kenya,70
Uganda,Uganda,TransmissionCapacity,2034,Rwanda,Rwanda,342
Uganda,Uganda,TransmissionCapacity,2034,Tanzania,Tanzania,70
Uganda,Uganda,TransmissionCapacity,2036,Kenya,Kenya,70
Uganda,Uganda,TransmissionCapacity,2036,Rwanda,Rwanda,342
Uganda,Uganda,TransmissionCapacity,2036,Tanzania,Tanzania,70
Uganda,Uganda,TransmissionCapacity,2038,Kenya,Kenya,70
Uganda,Uganda,TransmissionCapacity,2038,Rwanda,Rwanda,342
Uganda,Uganda,TransmissionCapacity,2038,Tanzania,Tanzania,70
Uganda,Uganda,TransmissionCapacity,2040,Kenya,Kenya,70
Uganda,Uganda,TransmissionCapacity,2040,Rwanda,Rwanda,342
Uganda,Uganda,TransmissionCapacity,2040,Tanzania,Tanzania,70
